date,OT,M1,M2,M3
2016-01-01 00:00:00,5.281958901882825,10.182087623045488,15.989801733078371,2.690906495422903
2016-01-01 00:15:00,5.422895035410438,10.453201595245435,16.436793861645686,2.786121674567897
2016-01-01 00:30:00,5.522601384422983,10.277854031130545,16.12147261386858,2.640710743503262
2016-01-01 00:45:00,5.334346378052661,10.44261788874921,16.170324370424996,2.8044709252466813
2016-01-01 01:00:00,5.41687951308424,10.52763780313402,16.715107118414767,2.8117878407019585
2016-01-01 01:15:00,5.486110943042896,10.9071573740725,16.515261862424268,2.761284465025307
2016-01-01 01:30:00,5.8473384988966535,11.493407169831192,16.644868381872595,2.8569521120883103
2016-01-01 01:45:00,5.715880047237008,11.178506679948718,16.100983630206972,2.7676035327057846
2016-01-01 02:00:00,6.091194301627999,10.777707739392728,16.31557877579447,2.761521875073188
2016-01-01 02:15:00,6.130736836904831,11.166143144965265,16.619839493969053,2.6549860928102023
2016-01-01 02:30:00,6.4484794410352295,10.71550754074056,17.331167446750563,2.677299953506792
2016-01-01 02:45:00,5.97589027012322,10.93615222218783,16.39771362335964,2.564317715129574
2016-01-01 03:00:00,6.277478585317292,11.359857211890274,16.658975703547846,2.5620159245640197
2016-01-01 03:15:00,6.539885444042159,11.34932407861369,16.653249618532698,2.58292458516773
2016-01-01 03:30:00,6.767157229453133,11.017751441742025,16.776807732451324,2.501617442572079
2016-01-01 03:45:00,6.468657396868858,11.091875221905012,17.189766001612053,2.370945186829674
2016-01-01 04:00:00,6.742022229508687,11.26983379118575,16.533911418306985,2.432354297679179
2016-01-01 04:15:00,6.649371172757569,10.868407197601346,16.768822570871762,2.3386987888565995
2016-01-01 04:30:00,7.240448470600044,10.926345049000718,16.800611225298,2.231750189245719
2016-01-01 04:45:00,7.1065219979875645,11.435580467435072,16.535920593391467,2.1179822758707227
2016-01-01 05:00:00,7.193478717620702,11.3386168162144,16.739390708617158,2.1876230962921186
2016-01-01 05:15:00,7.495000678622866,11.355435584208832,16.597545659940867,2.1025497472990757
2016-01-01 05:30:00,6.774234351691865,11.294665866703385,16.29278558462715,2.1438020228334453
2016-01-01 05:45:00,6.316201060010385,11.6617823415213,17.0121162920079,2.091585705053721
2016-01-01 06:00:00,6.9283380800819545,11.06462844198698,16.006339735824888,1.9840512312826932
2016-01-01 06:15:00,6.968303176469133,11.054224352619425,16.56560317165951,2.0079703720366533
2016-01-01 06:30:00,7.098808976015648,10.939370949386015,15.947025299270411,1.8420553902619676
2016-01-01 06:45:00,6.767967853097122,10.933137158674004,16.43916403579295,1.848034148014709
2016-01-01 07:00:00,6.826370938987644,10.86467940438062,15.896599074187272,1.7717605384349076
2016-01-01 07:15:00,7.127128278071967,11.22333331689641,16.01229024076563,1.710832924397917
2016-01-01 07:30:00,7.002502096541376,11.43879149439908,15.931974643755376,1.7869219758775785
2016-01-01 07:45:00,6.642462638854278,10.893099186872613,15.792166937422524,1.6856529689511954
2016-01-01 08:00:00,6.82500436044107,11.129146229587798,15.68992076697528,1.5876531748087443
2016-01-01 08:15:00,6.557509111848484,10.59050605371747,15.400456209301808,1.540133643799447
2016-01-01 08:30:00,6.703064906357569,10.565148783812727,15.480641272935422,1.5109672462076575
2016-01-01 08:45:00,6.704039466827359,10.863867844852969,15.544284733905876,1.525653167640808
2016-01-01 09:00:00,6.79092634502971,10.028774358742057,15.10093479232152,1.3794475015307786
2016-01-01 09:15:00,6.401013722853171,10.59787077322484,15.202988208391297,1.3805980779569067
2016-01-01 09:30:00,6.046687378716147,10.699619107961256,14.680501636891115,1.3739578302056037
2016-01-01 09:45:00,5.899384917829861,10.400298453850034,14.592168744464487,1.2714348022294293
2016-01-01 10:00:00,5.612153937495411,10.836104753285312,15.18433807114913,1.2084345932440153
2016-01-01 10:15:00,5.861427501802734,10.715772612902391,14.38516499965758,1.3173514667352055
2016-01-01 10:30:00,6.048305391392424,9.98849643161724,13.847650881961831,1.2459554762717149
2016-01-01 10:45:00,5.375582922394528,9.834867465183804,14.15159116723931,1.2460136996756737
2016-01-01 11:00:00,5.402971613127208,9.727934901187156,13.972580524592384,1.0889621697629486
2016-01-01 11:15:00,5.549085752067882,9.48898543931034,14.179601213482028,1.193235819201299
2016-01-01 11:30:00,5.151426935770386,9.801139207594291,14.6304572829822,1.2778728094679832
2016-01-01 11:45:00,5.09129378636249,9.91300982604966,14.24533103969321,1.1606813197269976
2016-01-01 12:00:00,5.132904401255971,9.947845636158345,14.177243631831152,1.2424497961928411
2016-01-01 12:15:00,4.670601299365639,9.93417830257632,14.133415929410464,1.2621719392515618
2016-01-01 12:30:00,4.73139036135753,9.349344013086926,13.015120650748928,1.228873065757362
2016-01-01 12:45:00,4.651125056789563,9.35753617275078,13.441774363159196,1.1949970288738712
2016-01-01 13:00:00,4.54056013797807,8.867014135204975,13.834952635228118,1.2737949446976642
2016-01-01 13:15:00,4.02676898793285,8.964812024246136,13.77263430931822,1.1804800712296817
2016-01-01 13:30:00,3.971027661798816,9.061826947030577,13.714646891859024,1.2523857715415512
